#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1593181	1593516	-	PPDDFK_10010	ygaH	L-valine transporter subunit YgaH	RefSeq:WP_004174712.1, SO:0001217, UniParc:UPI00015765DB, UniRef:UniRef100_A0A0C7F7U9, UniRef:UniRef50_P43667, UniRef:UniRef90_A0A8B6IWA3
contig_1	cds	1593506	1594252	-	PPDDFK_10015	azlC	putative branched-chain amino acid permease (azaleucine resistance)	COG:COG1296, COG:E, RefSeq:WP_002914333.1, SO:0001217, UniParc:UPI0002410CB5, UniRef:UniRef100_W9B4L9, UniRef:UniRef50_W9B4L9, UniRef:UniRef90_W9B4L9
contig_1	cds	1594429	1594815	-	PPDDFK_10020	proX	L-proline glycine betaine binding ABC transporter protein ProX	SO:0001217, UniRef:UniRef50_A0A379ABY6, UniRef:UniRef90_A0A378AC24
contig_1	cds	1594770	1594928	-	PPDDFK_10025		hypothetical protein	
contig_1	cds	1594925	1595425	-	PPDDFK_10030		Glycine betaine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_A0A3S4IQU1
contig_1	cds	1595504	1596571	-	PPDDFK_10035	proW	glycine betaine/L-proline ABC transporter permease ProW	COG:COG4176, COG:E, GO:0016020, GO:0055085, RefSeq:WP_004900048.1, SO:0001217, UniParc:UPI00015765D8, UniRef:UniRef100_A0A2P0BKB5, UniRef:UniRef50_P14176, UniRef:UniRef90_W9BNB8
contig_1	cds	1596564	1597082	-	PPDDFK_10040		CBS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Q5V1D2, UniRef:UniRef90_UPI0006A414CC
contig_1	cds	1597096	1597767	-	PPDDFK_10045	proV	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	GO:0005524, GO:0031460, SO:0001217, UniRef:UniRef50_A0A021X7I3, UniRef:UniRef90_A0A377XR61
contig_1	cds	1598124	1598297	-	PPDDFK_10050		Ribonucleoside-diphosphate reductase 2 subunit beta	SO:0001217, UniRef:UniRef50_A0A7D7Q258
contig_1	cds	1598297	1598848	-	PPDDFK_10055		(pseudo) ribonucleoside-diphosphate reductase	SO:0001217, UniRef:UniRef50_A0A376CKW9, UniRef:UniRef90_A0A2X3CV73
contig_1	cds	1598848	1599084	-	PPDDFK_10060		Ribonucleotide-diphosphate reductase subunit beta	SO:0001217, UniParc:UPI000D833409, UniRef:UniRef100_A0A2X3CPD2, UniRef:UniRef50_A0A376KQC8, UniRef:UniRef90_A0A2X3CPD2
contig_1	cds	1599095	1601236	-	PPDDFK_10065	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	COG:COG0209, COG:F, EC:1.17.4.1, GO:0004748, GO:0005524, GO:0006260, SO:0001217, UniRef:UniRef50_A0A261G197, UniRef:UniRef90_A0A378BWB1
contig_1	cds	1601209	1601619	-	PPDDFK_10070	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	COG:COG1780, COG:F, GO:0009263, GO:0010181, GO:0036211, RefSeq:WP_002914321.1, SO:0001217, UniParc:UPI0001576503, UniRef:UniRef100_A6TCU0, UniRef:UniRef50_P0A774, UniRef:UniRef90_A6TCU0
contig_1	cds	1601616	1601861	-	PPDDFK_10075	nrdH	glutaredoxin-like protein NrdH	COG:COG0695, COG:O, RefSeq:WP_002914320.1, SO:0001217, UniParc:UPI0001A58866, UniRef:UniRef100_W9BNB9, UniRef:UniRef50_Q56108, UniRef:UniRef90_A0A264C8D9
contig_1	cds	1602043	1602474	-	PPDDFK_10080	yciW	Alkylhydroperoxidase family enzyme, contains CxxC motif	COG:COG2128, COG:P, RefSeq:WP_048337868.1, SO:0001217, UniParc:UPI000652406C, UniRef:UniRef100_A0A9Q4N1U9, UniRef:UniRef50_A0A653B7L0, UniRef:UniRef90_A0A1C1SZ64
contig_1	cds	1602563	1603915	+	PPDDFK_10085		PLP-dependent aminotransferase family protein	KEGG:K00375, SO:0001217, UniRef:UniRef50_A0A080T445, UniRef:UniRef90_UPI002023425A
contig_1	cds	1604059	1604406	-	PPDDFK_10090	elaB	ElaB protein	KEGG:K05594, RefSeq:WP_002914293.1, SO:0001217, UniParc:UPI00015764FF, UniRef:UniRef100_A0A0E1CEK5, UniRef:UniRef50_R4Y6B4, UniRef:UniRef90_A0A0E1CEK5
contig_1	cds	1604556	1604918	+	PPDDFK_10095		DUF2002 domain-containing protein	RefSeq:WP_002914291.1, SO:0001217, UniParc:UPI00015764FE, UniRef:UniRef100_A0A9P1KTF1, UniRef:UniRef90_R0MG15
contig_1	cds	1605004	1605453	-	PPDDFK_10100	alaE	L-alanine exporter AlaE	BlastRules:WP_000492669, RefSeq:WP_002914289.1, SO:0001217, UniParc:UPI00015764FD, UniRef:UniRef100_W8UG68, UniRef:UniRef50_A8ANM6, UniRef:UniRef90_W8UG68
contig_1	cds	1606182	1606583	+	PPDDFK_10105	stpA	DNA-binding protein StpA	COG:COG2916, COG:K, KEGG:K11685, RefSeq:WP_002914287.1, SO:0001217, UniParc:UPI0001A58862, UniRef:UniRef100_A0A0E1CEK7, UniRef:UniRef50_A0A6N6JXD3, UniRef:UniRef90_A0A483KGT6
contig_1	cds	1606656	1606835	-	PPDDFK_10110		Rhodanese-related sulfurtransferase	RefSeq:WP_002914284.1, SO:0001217, UniParc:UPI000205DD86, UniRef:UniRef100_W9BD58, UniRef:UniRef50_A0A379UTP8, UniRef:UniRef90_A0A2A5MF08
contig_1	cds	1607041	1607943	+	PPDDFK_10115	lpxO	lipid A hydroxylase LpxO	COG:COG3555, COG:O, GO:0018193, RefSeq:WP_002914281.1, SO:0001217, UniParc:UPI00015764FB, UniRef:UniRef100_W9B4N2, UniRef:UniRef50_D2T4S7, UniRef:UniRef90_R4Y6B7
contig_1	cds	1607924	1608469	-	PPDDFK_10120	pspE	Rhodanese-related sulfurtransferase	COG:COG0607, COG:P, RefSeq:WP_021469948.1, SO:0001217, UniParc:UPI00038FE656, UniRef:UniRef100_A0A9Q6J2W6, UniRef:UniRef50_A0A285AXC5, UniRef:UniRef90_A0A2A5MEY9
contig_1	cds	1608477	1608776	-	PPDDFK_10125	arsR	DNA-binding transcriptional regulator, ArsR family	COG:COG0640, COG:K, RefSeq:WP_002914277.1, SO:0001217, UniParc:UPI00003DDB88, UniRef:UniRef100_A0A0W8ABW8, UniRef:UniRef50_P77295, UniRef:UniRef90_A0A0W8ABW8
contig_1	cds	1608852	1609457	-	PPDDFK_10130	azoR	FMN-dependent NADH-azoreductase	COG:C, COG:COG1182, RefSeq:WP_004212889.1, SO:0001217, UniParc:UPI00021863B8, UniRef:UniRef100_W9BE14, UniRef:UniRef50_W9BE14, UniRef:UniRef90_W9BE14
contig_1	cds	1609561	1610469	+	PPDDFK_10135	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_064162212.1, SO:0001217, UniParc:UPI0007CCA009, UniRef:UniRef100_A0A9Q6J4T1, UniRef:UniRef50_A0A0W8ABU3, UniRef:UniRef90_A0A0W8ABU3
contig_1	cds	1610552	1612339	-	PPDDFK_10140	acoR	Transcriptional regulator DhaR of acetoin/glycerol metabolism	COG:COG3284, COG:K, RefSeq:WP_004180977.1, SO:0001217, UniParc:UPI000282E610, UniRef:UniRef100_A0A0C7K6Y2, UniRef:UniRef50_A0A485CAN8, UniRef:UniRef90_R4Y6C1
contig_1	cds	1612603	1614123	+	PPDDFK_10145	adhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	COG:COG1012, COG:I, SO:0001217, UniRef:UniRef50_P37685, UniRef:UniRef90_A0A1S0WAZ9
contig_1	cds	1614825	1615406	+	PPDDFK_10150	fimA	Pilin (type 1 fimbrial protein)	COG:COG3539, COG:N, RefSeq:WP_064162211.1, SO:0001217, UniParc:UPI0007CC71A3, UniRef:UniRef100_A0A9Q6NJC9, UniRef:UniRef50_A0A0S3FFR9, UniRef:UniRef90_A0A0S3FFR9
contig_1	cds	1615601	1616263	+	PPDDFK_10155	fimC	P pilus assembly protein, chaperone PapD	COG:COG3121, COG:W, RefSeq:WP_004185341.1, SO:0001217, UniParc:UPI00015764F4, UniRef:UniRef100_A0A086ITU0, UniRef:UniRef50_A0A086ITU0, UniRef:UniRef90_A0A086ITU0
contig_1	cds	1616300	1616620	+	PPDDFK_10160		hypothetical protein	
contig_1	cds	1616614	1618053	+	PPDDFK_10165	fimD	(pseudo) Type 1 fimbriae anchoring protein FimD	SO:0001217, UniRef:UniRef50_A0A377Z7Z8, UniRef:UniRef90_A0A377Z7Z8
contig_1	cds	1618050	1618853	+	PPDDFK_10170	fimD	Type 1 fimbriae anchoring protein FimD	SO:0001217, UniRef:UniRef50_A0A7H4MQS8, UniRef:UniRef90_A0A2X3CPG6
contig_1	cds	1618861	1619955	+	PPDDFK_10175	fimA	Pilin (type 1 fimbrial protein)	COG:COG3539, COG:N, RefSeq:WP_048332134.1, SO:0001217, UniParc:UPI0006504569, UniRef:UniRef100_A0A9Q4R218, UniRef:UniRef50_W9B4P1, UniRef:UniRef90_W9B4P1
contig_1	cds	1619968	1620525	-	PPDDFK_10180		fimbrial protein	SO:0001217, UniRef:UniRef50_W1DH81, UniRef:UniRef90_UPI000CCB7EF2
contig_1	cds	1620578	1620994	-	PPDDFK_10185		putative exported protein YPO4040	SO:0001217, UniRef:UniRef50_W1DJ93, UniRef:UniRef90_W1DJ93
contig_1	cds	1620997	1623099	-	PPDDFK_10190	fimD	Outer membrane usher protein FimD/PapC	COG:COG3188, COG:NW, SO:0001217, UniRef:UniRef50_A0A1V2BQ64, UniRef:UniRef90_A0A4V4FWE0
contig_1	cds	1623275	1623532	-	PPDDFK_10195	fimD	Type 1 fimbriae anchoring protein FimD	SO:0001217, UniRef:UniRef50_A0A378BGF2, UniRef:UniRef90_A0A378BGF2
contig_1	cds	1623562	1624230	-	PPDDFK_10200	fimC	P pilus assembly protein, chaperone PapD	COG:COG3121, COG:W, RefSeq:WP_064162210.1, SO:0001217, UniParc:UPI0007CC9116, UniRef:UniRef100_A0A9Q6J3L7, UniRef:UniRef50_A0A1L5T8G5, UniRef:UniRef90_A0A1L5T8G5
contig_1	cds	1624272	1624820	-	PPDDFK_10205	fimA	Pilin (type 1 fimbrial protein)	COG:COG3539, COG:N, RefSeq:WP_048290863.1, SO:0001217, UniParc:UPI0006501DC8, UniRef:UniRef100_A0A9Q6J451, UniRef:UniRef50_W9BNC3, UniRef:UniRef90_A0A0E1CE68
contig_1	cds	1624924	1625232	-	PPDDFK_10210		Transcriptional regulator of fimbrial expression	SO:0001217, UniParc:UPI0002BE0C4C, UniRef:UniRef100_A0A2U0MUH8, UniRef:UniRef50_A0A2U0MUH8, UniRef:UniRef90_A0A2U0MUH8
contig_1	cds	1625853	1626743	+	PPDDFK_10215	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A085HNA2, UniRef:UniRef90_A0A2A5MEX5
contig_1	cds	1626799	1627182	-	PPDDFK_10220		Transporter	SO:0001217, UniRef:UniRef50_A0A4U9WF54
contig_1	cds	1627176	1627418	-	PPDDFK_10225		Putative transport protein	SO:0001217, UniRef:UniRef50_A0A7H4MQR9
contig_1	cds	1627574	1628368	-	PPDDFK_10230	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_049001004.1, SO:0001217, UniParc:UPI0006654E86, UniRef:UniRef100_A0A9Q6J424, UniRef:UniRef50_A0A0C7KDZ8, UniRef:UniRef90_A0A0C7KDZ8
contig_1	cds	1628429	1629100	-	PPDDFK_10235		Glyoxylate/hydroxypyruvate reductase A	SO:0001217, UniRef:UniRef50_A0A3P8K987
contig_1	cds	1629097	1629360	-	PPDDFK_10240		(pseudo) D-3-phosphoglycerate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A377Z8Q5, UniRef:UniRef90_A0A377Z8Q5
contig_1	cds	1629366	1629779	-	PPDDFK_10245		class II aldolase/adducin family protein	SO:0001217, UniRef:UniRef50_A0A2X3FB50, UniRef:UniRef90_UPI00190D19F1
contig_1	cds	1630094	1630582	-	PPDDFK_10250		Glutamine ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2X3ETK9, UniRef:UniRef90_A0A2X3ETK9
contig_1	cds	1630528	1631613	-	PPDDFK_10255		Glutamine ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A447RP74, UniRef:UniRef90_A0A447RP74
contig_1	cds	1631644	1632447	-	PPDDFK_10260	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, RefSeq:WP_048990905.1, SO:0001217, UniParc:UPI00066775CF, UniRef:UniRef100_A0A9Q6J8G6, UniRef:UniRef50_A0A0C7K928, UniRef:UniRef90_A0A0C7K928
contig_1	cds	1632467	1633534	-	PPDDFK_10265	pcbC	Isopenicillin N synthase and related dioxygenases	COG:COG3491, COG:Q, RefSeq:WP_004145695.1, SO:0001217, UniParc:UPI0001576421, UniRef:UniRef100_A0A169ZP24, UniRef:UniRef50_A0A0N0E2N1, UniRef:UniRef90_A0A169ZP24
contig_1	cds	1633531	1634394	-	PPDDFK_10270	ycjR	Sugar phosphate isomerase/epimerase	COG:COG1082, COG:G, RefSeq:WP_002914200.1, SO:0001217, UniParc:UPI0001A58820, UniRef:UniRef100_A0A1L5DW87, UniRef:UniRef50_Q6FCP3, UniRef:UniRef90_A0A8B6IWE2
contig_1	cds	1634405	1635355	-	PPDDFK_10275	speB	agmatinase	COG:COG0010, COG:E, EC:3.5.3.11, GO:0008295, GO:0008783, RefSeq:WP_004145693.1, SO:0001217, UniParc:UPI00018143FB, UniRef:UniRef100_A0A9P1KSW8, UniRef:UniRef50_Q9BSE5, UniRef:UniRef90_A0A332PI51
contig_1	cds	1635471	1635716	+	PPDDFK_10280		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919I036
contig_1	cds	1635697	1635867	+	PPDDFK_10285	lysR	(pseudo) LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_UPI0015CAFB00, UniRef:UniRef90_UPI001F51C6C6
contig_1	cds	1635852	1636379	+	PPDDFK_10290	gbuR	Transcriptional regulator GbuR	SO:0001217, UniRef:UniRef50_A0A377VCE0, UniRef:UniRef90_A0A377VCE0
contig_1	cds	1636792	1637271	+	PPDDFK_10295	oqxR_V113I	Rrf2 family transcriptional regulator OqxR	COG:COG1959, COG:K, KEGG:K19587, RefSeq:WP_000888203.1, SO:0001217, UniParc:UPI000157641D, UniRef:UniRef100_A0A290G3U8, UniRef:UniRef50_A0A349IF97, UniRef:UniRef90_A0A663BH91
contig_1	cds	1637340	1638374	-	PPDDFK_10300		efflux RND transporter permease subunit	SO:0001217, UniRef:UniRef50_A0A430KX67, UniRef:UniRef90_UPI00207BA917
contig_1	cds	1638380	1639183	-	PPDDFK_10305		(pseudo) RND multidrug efflux transporter, Acriflavin resistance protein	SO:0001217, UniRef:UniRef50_A0A2X1QDK5, UniRef:UniRef90_A0A377WQI3
contig_1	cds	1639416	1640678	+	PPDDFK_10310	tnp	IS1380 family ISEc9 transposase	GO:0004803, IS:ISEc9, RefSeq:WP_000608644.1, SO:0001217, UniParc:UPI00000B4557, UniRef:UniRef100_Q6SJ63, UniRef:UniRef50_Q6SJ63, UniRef:UniRef90_Q6SJ63
contig_1	cds	1640659	1640781	+	PPDDFK_10315		IS1380 family transposase	GO:0004803, RefSeq:WP_000800339.1, SO:0001217, UniParc:UPI000178856B, UniRef:UniRef100_U6C8E9, UniRef:UniRef50_U6C8E9, UniRef:UniRef90_U6C8E9
contig_1	cds	1640934	1641194	+	PPDDFK_10320		beta-lactamase	SO:0001217, UniRef:UniRef50_D0FI74
contig_1	cds	1641163	1641807	+	PPDDFK_10325	blaCTX-M	CTX-M family extended-spectrum class A beta-lactamase	EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_000239590.1, SO:0001217, UniRef:UniRef50_A0A6L3X9B9, UniRef:UniRef90_UPI00103F1B9C
contig_1	cds	1641993	1643285	-	PPDDFK_10330		RND multidrug efflux transporter, Acriflavin resistance protein	SO:0001217, UniRef:UniRef50_A0A4Q4XEE3, UniRef:UniRef90_A0A2X3IVX1
contig_1	cds	1643416	1644339	-	PPDDFK_10335	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBIProtein:WP_002914189.1, SO:0001217, UniRef:UniRef50_A0A7H4MQM7, UniRef:UniRef90_A0A7H4MQM7
contig_1	cds	1644336	1644482	-	PPDDFK_10340		(pseudo) RND efflux system	SO:0001217, UniRef:UniRef50_A0A7H4MQM6, UniRef:UniRef90_A0A7H4MQM6
contig_1	cds	1644813	1645178	+	PPDDFK_10345		Right origin-binding protein	KEGG:K05804, SO:0001217, UniParc:UPI000157641B, UniRef:UniRef100_W8UR25, UniRef:UniRef50_W8UR25, UniRef:UniRef90_W8UR25
contig_1	cds	1645189	1645914	-	PPDDFK_10350		Flavin reductase like domain-containing protein	SO:0001217, UniRef:UniRef50_A6TCQ2, UniRef:UniRef90_A0A0E1CE84
contig_1	cds	1645973	1646221	+	PPDDFK_10355	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_UPI00132F8936, UniRef:UniRef90_UPI002554E50D
contig_1	cds	1646176	1646856	+	PPDDFK_10360		Transcription regulator protein of MDR efflux pump cluster	SO:0001217, UniRef:UniRef50_A0A1T2YER4, UniRef:UniRef90_A0A377TXR2
contig_1	cds	1646981	1647577	+	PPDDFK_10365		Plasmid-like protein	SO:0001217, UniRef:UniRef50_A0A8J4PV03, UniRef:UniRef90_A0A377XMH2
contig_1	cds	1648371	1650437	-	PPDDFK_10370		DNA primase	SO:0001217, UniRef:UniRef50_P10277, UniRef:UniRef90_A0A376Q100
contig_1	cds	1650718	1651041	-	PPDDFK_10375	clpB	Clp protease ClpB	RefSeq:WP_000842358.1, SO:0001217, UniParc:UPI0001B5AE32, UniRef:UniRef100_A0A066Q1K0, UniRef:UniRef50_P68666, UniRef:UniRef90_A0A5A4U774
contig_1	cds	1651038	1651262	-	PPDDFK_10380		Cytoplasmic protein	RefSeq:WP_001014979.1, SO:0001217, UniParc:UPI0001B5AE31, UniRef:UniRef100_A0A066Q0U0, UniRef:UniRef50_A0A0R9MN44, UniRef:UniRef90_A0A0R9MN44
contig_1	cds	1651262	1651453	-	PPDDFK_10385		Phage immunity repressor protein	SO:0001217, UniParc:UPI0002D6F831, UniRef:UniRef100_W1X295, UniRef:UniRef50_A0A3K0PHY5, UniRef:UniRef90_A0A5M3V863
contig_1	ncRNA	1651508	1651595	-	PPDDFK_10390	C4	C4 antisense RNA	RFAM:RF01695, SO:0000644
contig_1	ncRNA	1651658	1651739	-	PPDDFK_10395	isrK	isrK Hfq binding RNA	RFAM:RF01394, SO:0000655
contig_1	cds	1651811	1652071	-	PPDDFK_10400	alpA	AlpA family transcriptional regulator	RefSeq:WP_001084853.1, SO:0001217, UniParc:UPI0001B5AE2F, UniRef:UniRef100_A0A066PTC1, UniRef:UniRef50_P12552, UniRef:UniRef90_A0A066PTC1
contig_1	cds	1652976	1653215	+	PPDDFK_10405		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001D0AFB5B, UniRef:UniRef50_UPI001FCE7E67, UniRef:UniRef90_UPI001FCE7E67
contig_1	cds	1653212	1653529	+	PPDDFK_10410		(pseudo) septation initiation protein	SO:0001217, UniRef:UniRef50_A0A0R9N134, UniRef:UniRef90_UPI000DDF5F00
contig_1	cds	1653723	1654277	+	PPDDFK_10415		Phage polarity suppression protein	RefSeq:WP_001091693.1, SO:0001217, UniParc:UPI0001DBCCA1, UniRef:UniRef100_A0A2I6I705, UniRef:UniRef90_W1YXZ8
contig_1	cds	1654279	1654551	+	PPDDFK_10420		Zinc finger Ogr/Delta-type domain-containing protein	RefSeq:WP_001185333.1, SO:0001217, UniParc:UPI0001DBCCA0, UniRef:UniRef100_UPI00200CB47E, UniRef:UniRef50_A0A246NSR1, UniRef:UniRef90_A0A6P1Q191
contig_1	cds	1654954	1655151	+	PPDDFK_10425		hypothetical protein	
contig_1	cds	1655121	1656011	+	PPDDFK_10430		DUF262 domain-containing protein	SO:0001217, UniRef:UniRef50_D3RT85
contig_1	cds	1656014	1656691	+	PPDDFK_10435		MAE-28990/MAE-18760-like HEPN domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5V1WV79, UniRef:UniRef90_A0A5V1WV79
contig_1	cds	1656784	1657467	-	PPDDFK_10440		DNA (cytosine-5-)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A1M5LL76
contig_1	cds	1657889	1659082	-	PPDDFK_10445	fimB	Integrase/recombinase, includes phage integrase	COG:COG0582, COG:LX, RefSeq:WP_000124724.1, SO:0001217, UniParc:UPI0001DBCC9B, UniRef:UniRef100_A0A5V2WVQ5, UniRef:UniRef50_A0A483L1I1, UniRef:UniRef90_D6IC75
contig_1	tmRNA	1659267	1659629	-	PPDDFK_10450	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_1	cds	1659774	1660256	-	PPDDFK_10455	smpB	SsrA-binding protein SmpB	COG:COG0691, COG:O, GO:0003723, GO:0005737, GO:0070929, RefSeq:WP_002914164.1, SO:0001217, UniParc:UPI0001576F39, UniRef:UniRef100_B5XVJ3, UniRef:UniRef50_A8GI46, UniRef:UniRef90_A4WDI4
contig_1	cds	1660406	1660843	+	PPDDFK_10460	pasT	type II toxin-antitoxin system RatA family toxin	COG:COG2867, COG:J, RefSeq:WP_004145683.1, SO:0001217, UniParc:UPI0001576F38, UniRef:UniRef100_A0A235KW07, UniRef:UniRef50_A0A653DK35, UniRef:UniRef90_A0A181Y856
contig_1	cds	1660833	1661123	+	PPDDFK_10465	rnfH	RnfH family protein	COG:COG2914, COG:V, RefSeq:WP_004145682.1, SO:0001217, UniParc:UPI0001576F37, UniRef:UniRef100_B5XVJ5, UniRef:UniRef50_P52119, UniRef:UniRef90_B5XVJ5
contig_1	cds	1661189	1661530	-	PPDDFK_10470	bamE	outer membrane protein assembly factor BamE	COG:COG2913, COG:M, KEGG:K06186, RefSeq:WP_002914160.1, SO:0001217, UniParc:UPI0001576F36, UniRef:UniRef100_A0A0W8AB96, UniRef:UniRef50_Q7CH39, UniRef:UniRef90_A0A0W8AB96
contig_1	cds	1661678	1662388	-	PPDDFK_10475	recN	DNA repair protein RecN	SO:0001217, UniRef:UniRef50_X5IY77
contig_1	cds	1662388	1663338	-	PPDDFK_10480		hypothetical protein	PFAM:PF13476.10
contig_1	cds	1663425	1664303	-	PPDDFK_10485	nadK	NAD(+) kinase	COG:COG0061, COG:H, EC:2.7.1.23, GO:0003951, GO:0005524, GO:0005737, GO:0006741, GO:0016310, GO:0019674, GO:0046872, GO:0051287, RefSeq:WP_002914158.1, SO:0001217, UniParc:UPI0001576F34, UniRef:UniRef100_B5XVJ8, UniRef:UniRef50_Q8ZH09, UniRef:UniRef90_Q57L24
contig_1	cds	1664535	1665017	+	PPDDFK_10490	grpE	nucleotide exchange factor GrpE	COG:COG0576, COG:O, GO:0000774, GO:0006457, GO:0042803, GO:0051087, SO:0001217, UniRef:UniRef50_Q492C7, UniRef:UniRef90_A0A2X3EN15
contig_1	cds	1665137	1666423	-	PPDDFK_10495	yfjD	UPF0053 inner membrane protein YfjD	COG:COG4536, COG:P, GO:0005886, GO:0050660, RefSeq:WP_004149392.1, SO:0001217, UniParc:UPI0001576F32, UniRef:UniRef100_W9B3Y5, UniRef:UniRef50_P37908, UniRef:UniRef90_P37908
contig_1	cds	1666443	1667234	-	PPDDFK_10500	ypjD	ABC-type putative transport system, permease component	COG:COG4137, COG:R, RefSeq:WP_002914153.1, SO:0001217, UniParc:UPI0001576F31, UniRef:UniRef100_A0A0E1CAB7, UniRef:UniRef50_P64434, UniRef:UniRef90_A0A2P5GHS5
contig_1	cds	1667398	1667925	+	PPDDFK_10505		Signal recognition particle	SO:0001217, UniRef:UniRef50_A0A376Y457, UniRef:UniRef90_A0A2X3CFD2
contig_1	cds	1667952	1668761	+	PPDDFK_10510		signal recognition particle receptor subunit alpha	EC:3.6.5.4, KEGG:K03106, SO:0001217, UniRef:UniRef50_A0A7V9UMQ1, UniRef:UniRef90_UPI0026588F9E
contig_1	cds	1669021	1669269	+	PPDDFK_10515	rpsP	30S ribosomal protein S16	COG:COG0228, COG:J, GO:0000314, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0022627, GO:1990904, RefSeq:WP_002914149.1, SO:0001217, UniParc:UPI0001576F2F, UniRef:UniRef100_A6TCL7, UniRef:UniRef50_A8ANE2, UniRef:UniRef90_A8ANE2
contig_1	cds	1669288	1669836	+	PPDDFK_10520	rimM	ribosome maturation factor RimM	COG:COG0806, COG:J, GO:0003723, GO:0005737, GO:0005840, GO:0006364, GO:0042274, GO:0043022, RefSeq:WP_004150977.1, SO:0001217, UniParc:UPI0001576F2E, UniRef:UniRef100_A6TCL6, UniRef:UniRef50_Q4QNY7, UniRef:UniRef90_A6TCL6
contig_1	cds	1669868	1670635	+	PPDDFK_10525	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	COG:COG0336, COG:J, EC:2.1.1.228, GO:0005737, GO:0006400, GO:0052906, RefSeq:WP_002914147.1, SO:0001217, UniParc:UPI0001A587D7, UniRef:UniRef100_A0A9P1KS78, UniRef:UniRef50_Q7MBD6, UniRef:UniRef90_B7LUW6
contig_1	cds	1670675	1671022	+	PPDDFK_10530	rplS	50S ribosomal protein L19	COG:COG0335, COG:J, GO:0000311, GO:0003735, GO:0005829, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_002914145.1, SO:0001217, UniParc:UPI0001576F2C, UniRef:UniRef100_A7MEG5, UniRef:UniRef50_Q6D1U1, UniRef:UniRef90_A8AND9
contig_1	cds	1671142	1671600	+	PPDDFK_10535		DUF2946 domain-containing protein	RefSeq:WP_040183261.1, SO:0001217, UniParc:UPI00058CCCB0, UniRef:UniRef100_A0A9Q6J257, UniRef:UniRef50_A0A807LE58, UniRef:UniRef90_B5XVK7
contig_1	cds	1671657	1673027	+	PPDDFK_10540	piuB	PepSY-associated TM region	COG:COG3182, COG:S, SO:0001217, UniRef:UniRef50_A0A1D7Z7H6, UniRef:UniRef90_R4Y6D7
contig_1	cds	1673036	1673488	-	PPDDFK_10545	ompA	OmpA family protein	COG:COG2885, COG:M, SO:0001217, UniRef:UniRef50_A0A0Q4NAH8, UniRef:UniRef90_A0A1C3Q4Q3
contig_1	cds	1673536	1674753	-	PPDDFK_10550	dgcN	diguanylate cyclase DgcN	COG:COG2199, COG:T, EC:2.7.7.65, GO:0007165, GO:0016020, SO:0001217, UniRef:UniRef50_A0A0C7K9Y4, UniRef:UniRef90_A0A0C7K9Y4
contig_1	cds	1674746	1675255	-	PPDDFK_10555	yfiR	YfiR family protein	RefSeq:WP_004174804.1, SO:0001217, UniParc:UPI0002410937, UniRef:UniRef100_W9BND0, UniRef:UniRef50_P64549, UniRef:UniRef90_A0A377VXA3
contig_1	cds	1675598	1676668	+	PPDDFK_10560	aroF	3-deoxy-7-phosphoheptulonate synthase AroF	BlastRules:WP_001168032, COG:COG0722, COG:E, EC:2.5.1.54, GO:0003849, GO:0009423, RefSeq:WP_004899928.1, SO:0001217, UniParc:UPI000218632F, UniRef:UniRef100_A0A9Q6J268, UniRef:UniRef50_P00888, UniRef:UniRef90_A0A144JUV9
